,PM2.5,PM10,NO2,SO2,NH3,CO,Ozone,SO2i,NOi,PM25i,PM10i,Ozonei,NH3i,COi,AQI,AQI_Range
5966,94.51,60.64779004169733,60.64779004169733,17.93,60.64779004169733,0.3,52.66,22.4125,75.80973755212166,215.03333333333336,75.80973755212166,52.66,15.161947510424332,15.0,215.03333333333336,Poor
5967,45.06,60.64779004169733,60.64779004169733,8.26,60.64779004169733,0.29,63.24,10.325,75.80973755212166,75.10000000000001,75.80973755212166,63.24,15.161947510424332,14.499999999999998,0.0,Good
5968,46.15,60.64779004169733,60.64779004169733,26.3,60.64779004169733,0.3,63.77,32.875,75.80973755212166,76.91666666666666,75.80973755212166,63.77,15.161947510424332,15.0,76.91666666666666,Satisfactory
5969,35.93,60.64779004169733,60.64779004169733,11.53,60.64779004169733,0.32,61.26,14.4125,75.80973755212166,59.88333333333333,75.80973755212166,61.26,15.161947510424332,16.0,0.0,Good
5970,39.64,0.0,60.64779004169733,9.11,60.64779004169733,0.33,47.84,11.3875,75.80973755212166,66.06666666666666,0.0,47.84,15.161947510424332,16.5,75.80973755212166,Satisfactory
5971,30.73,15.67,60.64779004169733,10.79,60.64779004169733,0.29,55.09,13.487499999999999,75.80973755212166,51.21666666666667,19.5875,55.09,15.161947510424332,14.499999999999998,75.80973755212166,Satisfactory
5972,33.55,11.19,60.64779004169733,10.52,60.64779004169733,0.29,62.47,13.149999999999999,75.80973755212166,55.916666666666664,13.9875,62.47,15.161947510424332,14.499999999999998,75.80973755212166,Satisfactory
5973,39.7,23.23,60.64779004169733,14.81,60.64779004169733,0.3,59.7,18.5125,75.80973755212166,66.16666666666667,29.0375,59.7,15.161947510424332,15.0,75.80973755212166,Satisfactory
5974,34.5,1.26,60.64779004169733,7.67,60.64779004169733,0.3,50.3,9.5875,75.80973755212166,57.5,1.575,50.3,15.161947510424332,15.0,75.80973755212166,Satisfactory
5975,41.81,18.97,60.64779004169733,39.58,60.64779004169733,0.3,46.09,49.474999999999994,75.80973755212166,69.68333333333334,23.7125,46.09,15.161947510424332,15.0,75.80973755212166,Satisfactory
5976,53.61,21.3,60.64779004169733,28.69,60.64779004169733,0.3,61.27,35.862500000000004,75.80973755212166,89.35,26.625,61.27,15.161947510424332,15.0,89.35,Satisfactory
5977,61.63,25.57,60.64779004169733,25.34,60.64779004169733,0.3,77.93,31.675,75.80973755212166,105.43333333333334,31.9625,77.93,15.161947510424332,15.0,105.43333333333334,Moderately Polluted
5978,60.7,25.33,60.64779004169733,12.52,60.64779004169733,0.36,64.32,15.649999999999999,75.80973755212166,102.33333333333334,31.6625,64.32,15.161947510424332,18.0,102.33333333333334,Moderately Polluted
5979,36.64,13.62,60.64779004169733,13.25,60.64779004169733,0.28,81.25,16.5625,75.80973755212166,61.06666666666667,17.025,81.25,15.161947510424332,14.000000000000002,81.25,Satisfactory
5980,40.0,13.16,60.64779004169733,12.27,60.64779004169733,0.3,67.97,15.337499999999999,75.80973755212166,66.66666666666667,16.45,67.97,15.161947510424332,15.0,75.80973755212166,Satisfactory
5981,37.69,15.35,60.64779004169733,11.95,60.64779004169733,0.3,85.87,14.9375,75.80973755212166,62.81666666666666,19.1875,85.87,15.161947510424332,15.0,85.87,Satisfactory
5982,39.66,17.15,60.64779004169733,15.05,60.64779004169733,0.3,71.46,18.8125,75.80973755212166,66.1,21.437499999999996,71.46,15.161947510424332,15.0,75.80973755212166,Satisfactory
5983,60.37,35.96,60.64779004169733,28.13,60.64779004169733,0.3,71.21,35.1625,75.80973755212166,101.23333333333332,44.95,71.21,15.161947510424332,15.0,101.23333333333332,Moderately Polluted
5984,47.12,21.69,60.64779004169733,24.96,60.64779004169733,0.32,86.56,31.200000000000003,75.80973755212166,78.53333333333333,27.1125,86.56,15.161947510424332,16.0,86.56,Satisfactory
5985,42.87,16.51,60.64779004169733,13.59,60.64779004169733,0.3,77.33,16.9875,75.80973755212166,71.44999999999999,20.637500000000003,77.33,15.161947510424332,15.0,77.33,Satisfactory
5986,46.31,14.85,60.64779004169733,18.09,60.64779004169733,0.3,76.6,22.6125,75.80973755212166,77.18333333333334,18.5625,76.6,15.161947510424332,15.0,77.18333333333334,Satisfactory
5987,36.88,10.36,60.64779004169733,18.15,60.64779004169733,0.29,93.84,22.6875,75.80973755212166,61.46666666666667,12.95,93.84,15.161947510424332,14.499999999999998,93.84,Satisfactory
5988,50.53,15.17,60.64779004169733,6.6,60.64779004169733,0.3,75.58,8.25,75.80973755212166,84.21666666666667,18.9625,75.58,15.161947510424332,15.0,84.21666666666667,Satisfactory
5989,44.87,11.5,2.4,20.26,51.94,0.3,87.39,25.325000000000003,3.0,74.78333333333333,14.375,87.39,12.985,15.0,87.39,Satisfactory
5990,44.75,15.65,60.64779004169733,24.57,60.64779004169733,0.31,84.72,30.7125,75.80973755212166,74.58333333333334,19.5625,84.72,15.161947510424332,15.5,84.72,Satisfactory
5991,41.68,12.72,60.64779004169733,10.35,60.64779004169733,0.3,81.3,12.9375,75.80973755212166,69.46666666666667,15.9,81.3,15.161947510424332,15.0,81.3,Satisfactory
5992,54.41,25.68,3.88,7.05,5.41,0.43,68.73,8.8125,4.85,90.68333333333334,32.1,68.73,1.3525,21.5,90.68333333333334,Satisfactory
5993,48.47,24.42,3.73,6.0,5.39,0.45,61.48,7.5,4.6625,80.78333333333333,30.525,61.48,1.3475,22.5,80.78333333333333,Satisfactory
5994,68.75,31.86,31.89,14.14,14.17,0.46,59.16,17.675,39.8625,129.16666666666666,39.825,59.16,3.5425,23.0,129.16666666666666,Moderately Polluted
5995,59.97,25.74,25.36,5.12,32.11,0.38,69.33,6.4,31.7,99.95,32.175,69.33,8.0275,19.0,99.95,Satisfactory
5996,54.36,23.11,40.25,18.82,26.22,0.48,64.58,23.525,50.3125,90.6,28.8875,64.58,6.555,24.0,90.6,Satisfactory
5997,59.68,38.25,31.6,12.35,14.24,0.34,69.27,15.4375,39.5,99.46666666666667,47.8125,69.27,3.56,17.0,99.46666666666667,Satisfactory
5998,65.72,46.22,31.72,13.74,14.65,0.35,63.65,17.175,39.65,119.06666666666666,57.775,63.65,3.6625,17.5,119.06666666666666,Moderately Polluted
5999,61.01,40.46,29.99,3.62,16.68,0.37,62.62,4.525,37.4875,103.36666666666666,50.575,62.62,4.17,18.5,103.36666666666666,Moderately Polluted
6000,71.59,44.62,27.22,11.65,15.31,0.34,76.99,14.5625,34.025,138.63333333333335,55.775,76.99,3.8275,17.0,138.63333333333335,Moderately Polluted
6001,96.98,62.85,30.51,13.76,14.82,0.36,75.1,17.2,38.1375,223.26666666666668,78.5625,75.1,3.705,18.0,223.26666666666668,Poor
6002,70.0,39.48,26.09,9.89,18.01,0.35,78.71,12.3625,32.6125,133.33333333333334,49.349999999999994,78.71,4.5025,17.5,133.33333333333334,Moderately Polluted
6003,106.14,67.39,38.02,15.0,23.85,0.57,77.79,18.75,47.525000000000006,253.8,84.2375,77.79,5.9625,28.499999999999996,253.8,Poor
6004,109.09,70.62,34.67,21.52,20.74,0.39,78.8,26.9,43.3375,263.6333333333333,88.275,78.8,5.185,19.5,263.6333333333333,Poor
6005,72.13,43.64,22.63,10.01,18.93,0.37,67.41,12.5125,28.2875,140.43333333333334,54.55,67.41,4.7325,18.5,140.43333333333334,Moderately Polluted
6006,55.89,35.23,19.68,16.66,15.83,0.35,88.33,20.825,24.6,93.15,44.037499999999994,88.33,3.9575,17.5,93.15,Satisfactory
6007,49.91,33.75,17.2,7.5,5.46,0.36,69.12,9.375,21.5,83.18333333333334,42.1875,69.12,1.365,18.0,83.18333333333334,Satisfactory
6008,53.29,32.14,10.85,14.23,4.17,0.35,67.75,17.7875,13.5625,88.81666666666666,40.175,67.75,1.0425,17.5,88.81666666666666,Satisfactory
6009,60.12,39.12,22.19,27.88,9.72,0.37,59.81,34.85,27.7375,100.39999999999999,48.89999999999999,59.81,2.43,18.5,100.39999999999999,Moderately Polluted
6010,51.59,29.02,22.31,16.91,8.6,0.37,53.22,21.1375,27.8875,85.98333333333335,36.275,53.22,2.15,18.5,85.98333333333335,Satisfactory
6011,27.14,16.26,27.25,11.29,8.52,0.36,53.74,14.112499999999999,34.0625,45.233333333333334,20.325000000000003,53.74,2.13,18.0,53.74,Satisfactory
6012,35.95,24.82,18.01,6.75,8.98,0.41,54.17,8.4375,22.512500000000003,59.91666666666667,31.025,54.17,2.245,20.5,59.91666666666667,Satisfactory
6013,43.98,25.22,21.39,7.96,14.14,0.47,58.72,9.95,26.7375,73.3,31.525,58.72,3.535,23.5,73.3,Satisfactory
6014,49.04,28.44,27.71,14.15,18.73,0.51,45.92,17.6875,34.6375,81.73333333333333,35.55,45.92,4.6825,25.5,81.73333333333333,Satisfactory
6015,47.92,27.57,21.33,17.17,15.91,0.49,55.6,21.462500000000002,26.6625,79.86666666666667,34.4625,55.6,3.9775,24.5,79.86666666666667,Satisfactory
6016,52.76,34.02,17.98,9.91,16.4,0.5,51.79,12.3875,22.475,87.93333333333334,42.525000000000006,51.79,4.1,25.0,87.93333333333334,Satisfactory
6017,51.05,28.48,17.89,19.43,13.86,0.48,54.55,24.2875,22.3625,85.08333333333333,35.6,54.55,3.465,24.0,85.08333333333333,Satisfactory
6018,59.56,30.96,17.39,18.72,13.66,0.47,52.78,23.4,21.7375,99.26666666666668,38.7,52.78,3.415,23.5,99.26666666666668,Satisfactory
6019,58.13,31.6,18.61,23.13,13.72,0.48,65.56,28.912499999999998,23.2625,96.88333333333334,39.5,65.56,3.43,24.0,96.88333333333334,Satisfactory
6020,34.83,20.48,18.13,16.72,13.41,0.48,64.86,20.9,22.6625,58.05,25.6,64.86,3.3525,24.0,64.86,Satisfactory
6021,48.24,28.64,20.8,15.92,14.32,0.49,58.39,19.9,26.0,80.4,35.8,58.39,3.58,24.5,80.4,Satisfactory
6022,57.43,31.95,21.26,16.95,17.25,0.35,61.77,21.1875,26.575,95.71666666666667,39.9375,61.77,4.3125,17.5,95.71666666666667,Satisfactory
6023,52.92,30.22,18.82,10.94,15.84,0.35,59.4,13.674999999999999,23.525,88.2,37.775,59.4,3.96,17.5,88.2,Satisfactory
6024,76.85,41.25,21.26,13.69,15.78,0.36,68.36,17.1125,26.575,156.16666666666666,51.5625,68.36,3.945,18.0,156.16666666666666,Moderately Polluted
6025,71.2,38.4,19.8,22.67,14.79,0.35,59.41,28.337500000000002,24.75,137.33333333333334,48.0,59.41,3.6975,17.5,137.33333333333334,Moderately Polluted
6026,64.49,36.18,16.12,19.34,14.98,0.35,62.69,24.175,20.15,114.96666666666665,45.225,62.69,3.745,17.5,114.96666666666665,Moderately Polluted
6027,57.1,31.67,16.54,23.92,12.14,0.35,61.84,29.900000000000002,20.675,95.16666666666667,39.5875,61.84,3.035,17.5,95.16666666666667,Satisfactory
6028,57.64,30.66,14.04,23.59,17.39,0.34,55.37,29.4875,17.55,96.06666666666666,38.325,55.37,4.3475,17.0,96.06666666666666,Satisfactory
6029,48.78,26.26,13.06,7.63,18.99,0.32,61.49,9.5375,16.325,81.30000000000001,32.825,61.49,4.7475,16.0,81.30000000000001,Satisfactory
6030,50.59,29.6,14.41,10.46,18.61,0.32,55.94,13.075000000000001,18.0125,84.31666666666668,37.0,55.94,4.6525,16.0,84.31666666666668,Satisfactory
6031,41.04,27.26,16.89,16.08,16.92,0.32,64.33,20.099999999999998,21.1125,68.4,34.075,64.33,4.23,16.0,68.4,Satisfactory
6032,33.53,19.68,14.13,10.76,15.58,0.33,65.67,13.45,17.6625,55.88333333333333,24.6,65.67,3.895,16.5,65.67,Satisfactory
6033,29.45,19.03,23.28,19.36,15.26,0.32,55.99,24.2,29.1,49.083333333333336,23.7875,55.99,3.815,16.0,55.99,Satisfactory
6034,50.91,30.21,16.27,18.48,15.71,0.34,65.55,23.1,20.3375,84.85,37.7625,65.55,3.9275,17.0,84.85,Satisfactory
6035,44.82,29.08,12.84,16.0,14.24,0.36,58.22,20.0,16.05,74.7,36.35,58.22,3.56,18.0,74.7,Satisfactory
6036,64.74,41.63,21.34,18.18,16.13,0.36,55.6,22.725,26.675,115.79999999999998,52.0375,55.6,4.0325,18.0,115.79999999999998,Moderately Polluted
6037,56.84,33.59,11.92,17.34,12.48,0.34,64.67,21.675,14.9,94.73333333333335,41.987500000000004,64.67,3.12,17.0,94.73333333333335,Satisfactory
6038,53.45,33.38,13.97,22.74,12.7,0.34,79.71,28.424999999999997,17.4625,89.08333333333334,41.72500000000001,79.71,3.175,17.0,89.08333333333334,Satisfactory
6039,49.49,38.06,21.52,37.18,14.11,0.38,60.34,46.475,26.9,82.48333333333335,47.575,60.34,3.5275,19.0,82.48333333333335,Satisfactory
6040,63.16,42.47,23.07,40.68,18.18,0.36,63.13,50.85,28.8375,110.53333333333332,53.0875,63.13,4.545,18.0,110.53333333333332,Moderately Polluted
6041,55.16,38.42,20.23,22.76,20.24,0.38,57.63,28.450000000000003,25.2875,91.93333333333334,48.025,57.63,5.06,19.0,91.93333333333334,Satisfactory
6042,86.29,48.88,25.32,38.89,16.41,0.36,44.32,48.6125,31.65,187.63333333333335,61.1,44.32,4.1025,18.0,187.63333333333335,Moderately Polluted
6043,96.57,53.45,25.96,26.65,14.7,0.43,44.55,33.3125,32.45,221.89999999999998,66.8125,44.55,3.675,21.5,221.89999999999998,Poor
6044,119.0,75.82,35.47,37.9,15.59,0.6,37.27,47.375,44.3375,296.6666666666667,94.77499999999999,37.27,3.8975,30.0,296.6666666666667,Poor
6045,95.99,56.72,26.43,44.05,17.28,0.63,46.43,55.0625,33.0375,219.96666666666664,70.9,46.43,4.32,31.5,219.96666666666664,Poor
6046,87.17,53.34,21.09,36.4,17.8,0.5,60.53,45.5,26.3625,190.56666666666666,66.67500000000001,60.53,4.45,25.0,190.56666666666666,Moderately Polluted
6047,61.44,41.42,16.31,27.16,17.28,0.47,60.42,33.95,20.387499999999996,104.8,51.775,60.42,4.32,23.5,104.8,Moderately Polluted
6048,51.35,36.82,11.07,9.61,23.67,0.48,65.34,12.0125,13.8375,85.58333333333334,46.025,65.34,5.9175,24.0,85.58333333333334,Satisfactory
6049,60.86,36.66,9.39,9.83,21.68,0.46,65.83,12.2875,11.7375,102.86666666666666,45.824999999999996,65.83,5.42,23.0,102.86666666666666,Moderately Polluted
6050,73.82,38.92,12.11,17.29,17.94,0.45,45.24,21.612499999999997,15.1375,146.06666666666666,48.65,45.24,4.485,22.5,146.06666666666666,Moderately Polluted
6051,85.35,43.6,15.01,31.53,16.2,0.46,50.94,39.4125,18.7625,184.5,54.5,50.94,4.05,23.0,184.5,Moderately Polluted
6052,40.16,21.91,9.51,8.65,21.75,0.45,64.88,10.8125,11.8875,66.93333333333334,27.3875,64.88,5.4375,22.5,66.93333333333334,Satisfactory
6053,43.9,23.65,14.26,19.11,29.59,0.49,51.7,23.8875,17.825,73.16666666666666,29.5625,51.7,7.3975,24.5,73.16666666666666,Satisfactory
6054,36.75,60.64779004169733,24.47,31.88,12.83,0.43,38.96,39.85,30.5875,61.25,75.80973755212166,38.96,3.2075,21.5,75.80973755212166,Satisfactory
6055,33.46,17.08,17.63,13.0,17.45,0.49,32.9,16.25,22.0375,55.766666666666666,21.349999999999998,32.9,4.3625,24.5,55.766666666666666,Satisfactory
6056,28.57,18.91,14.82,11.89,27.76,0.44,24.42,14.8625,18.525,47.61666666666667,23.6375,24.42,6.94,22.0,47.61666666666667,Good
6057,20.32,8.96,8.91,4.9,20.9,0.42,33.65,6.125,11.1375,33.86666666666667,11.200000000000001,33.65,5.225,21.0,33.86666666666667,Good
6058,44.28,24.13,13.47,7.11,15.06,0.46,35.29,8.887500000000001,16.8375,73.80000000000001,30.1625,35.29,3.765,23.0,73.80000000000001,Satisfactory
6059,34.65,19.35,9.95,11.18,18.74,0.43,42.97,13.975,12.437499999999998,57.75,24.187500000000004,42.97,4.685,21.5,57.75,Satisfactory
6060,33.57,19.76,10.87,19.71,15.47,0.44,40.96,24.637500000000003,13.5875,55.95,24.700000000000003,40.96,3.8675,22.0,55.95,Satisfactory
6061,38.22,17.59,11.6,7.79,16.76,0.45,35.62,9.7375,14.5,63.7,21.9875,35.62,4.19,22.5,63.7,Satisfactory
6062,44.72,25.13,14.39,34.91,16.78,0.46,38.18,43.637499999999996,17.9875,74.53333333333333,31.4125,38.18,4.195,23.0,74.53333333333333,Satisfactory
6063,42.65,20.93,13.52,8.84,17.66,0.46,36.26,11.05,16.9,71.08333333333333,26.1625,36.26,4.415,23.0,71.08333333333333,Satisfactory
6064,20.83,10.68,9.77,6.65,17.65,0.43,37.78,8.3125,12.2125,34.71666666666667,13.35,37.78,4.4125,21.5,37.78,Good
6065,30.13,15.62,10.95,10.78,19.46,0.44,41.87,13.475,13.6875,50.21666666666667,19.525,41.87,4.865,22.0,50.21666666666667,Satisfactory
6066,25.29,15.14,14.74,21.99,21.14,0.44,33.61,27.487499999999997,18.425,42.15,18.925,33.61,5.285,22.0,42.15,Good
6067,26.41,15.8,10.7,9.43,23.08,0.45,33.54,11.7875,13.375,44.016666666666666,19.75,33.54,5.77,22.5,44.016666666666666,Good
6068,17.56,7.82,8.19,3.25,24.53,0.46,21.33,4.0625,10.2375,29.266666666666666,9.775,21.33,6.1325,23.0,29.266666666666666,Good
6069,14.47,7.7,7.59,3.01,23.91,0.46,23.42,3.7624999999999997,9.4875,24.116666666666667,9.625,23.42,5.9775,23.0,24.116666666666667,Good
6070,21.44,10.75,9.28,4.38,23.93,0.47,25.06,5.475,11.599999999999998,35.733333333333334,13.4375,25.06,5.9825,23.5,35.733333333333334,Good
6071,17.81,7.98,8.04,6.84,19.41,0.42,20.75,8.55,10.049999999999999,29.683333333333334,9.975,20.75,4.8525,21.0,29.683333333333334,Good
6072,35.06,20.75,13.49,12.08,18.09,0.45,25.01,15.1,16.8625,58.43333333333334,25.9375,25.01,4.5225,22.5,58.43333333333334,Satisfactory
6073,36.39,17.62,8.79,7.05,16.61,0.42,32.99,8.8125,10.987499999999999,60.650000000000006,22.025,32.99,4.1525,21.0,60.650000000000006,Satisfactory
6074,46.05,17.43,6.95,5.34,15.72,0.43,24.46,6.675,8.6875,76.75,21.7875,24.46,3.93,21.5,76.75,Satisfactory
6075,27.99,16.08,9.82,6.09,21.39,0.45,15.53,7.6125,12.275,46.65,20.099999999999998,15.53,5.3475,22.5,46.65,Good
6076,29.15,16.57,10.61,5.92,18.25,0.49,13.6,7.4,13.2625,48.583333333333336,20.7125,13.6,4.5625,24.5,48.583333333333336,Good
6077,26.88,15.54,7.36,8.27,25.27,0.43,26.65,10.337499999999999,9.2,44.8,19.425,26.65,6.3175,21.5,44.8,Good
6078,34.7,22.05,9.08,8.08,19.2,0.44,31.39,10.1,11.35,57.833333333333336,27.5625,31.39,4.8,22.0,57.833333333333336,Satisfactory
6079,28.11,14.88,5.56,8.32,10.46,0.44,27.15,10.4,6.95,46.85,18.6,27.15,2.615,22.0,46.85,Good
6080,30.47,19.15,6.48,17.72,9.38,0.44,27.03,22.15,8.1,50.78333333333333,23.937499999999996,27.03,2.345,22.0,50.78333333333333,Satisfactory
6081,15.65,7.36,10.15,24.63,9.04,0.45,20.5,30.787499999999998,12.6875,26.083333333333336,9.2,20.5,2.26,22.5,30.787499999999998,Good
6082,25.85,10.93,11.47,38.73,10.25,0.45,23.42,48.412499999999994,14.3375,43.083333333333336,13.6625,23.42,2.5625,22.5,48.412499999999994,Good
6083,29.94,14.58,10.23,21.11,11.87,0.46,25.22,26.3875,12.7875,49.900000000000006,18.225,25.22,2.9675,23.0,49.900000000000006,Good
6084,20.37,7.01,8.64,17.39,16.63,0.47,32.68,21.7375,10.8,33.95,8.7625,32.68,4.1575,23.5,33.95,Good
6085,20.3,6.55,6.6,12.65,22.45,0.53,24.96,15.8125,8.25,33.833333333333336,8.1875,24.96,5.6125,26.5,33.833333333333336,Good
6086,21.57,11.07,4.08,18.06,12.11,0.51,20.97,22.575,5.1,35.95,13.8375,20.97,3.0275,25.5,35.95,Good
6087,15.29,6.2,0.94,3.86,9.5,0.48,16.57,4.825,1.175,25.483333333333334,7.75,16.57,2.375,24.0,25.483333333333334,Good
6088,15.16,5.23,0.32,5.4,0.6,0.48,14.61,6.75,0.4,25.26666666666667,6.5375,14.61,0.15,24.0,25.26666666666667,Good
6089,16.72,7.13,3.07,7.7,4.9,0.46,11.9,9.625,3.8375,27.866666666666667,8.9125,11.9,1.225,23.0,27.866666666666667,Good
6090,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,75.80973755212166,75.80973755212166,102.15930013899109,75.80973755212166,60.64779004169733,15.161947510424332,556.7517061276313,556.7517061276313,Severe
6091,33.47,9.81,7.79,2.66,23.5,0.45,12.6,3.325,9.7375,55.78333333333333,12.2625,12.6,5.875,22.5,55.78333333333333,Satisfactory
6092,12.09,3.86,5.47,6.24,11.29,0.45,16.34,7.800000000000001,6.8375,20.150000000000002,4.825,16.34,2.8225,22.5,22.5,Good
6093,13.07,6.68,5.68,3.3,9.55,0.46,13.76,4.125,7.1,21.783333333333335,8.35,13.76,2.3875,23.0,23.0,Good
6094,30.09,12.29,5.65,6.57,9.3,0.47,13.09,8.2125,7.0625,50.15,15.3625,13.09,2.325,23.5,50.15,Satisfactory
6095,24.79,11.94,5.55,4.22,9.23,0.47,14.69,5.2749999999999995,6.9375,41.31666666666667,14.925,14.69,2.3075,23.5,41.31666666666667,Good
6096,18.57,8.66,5.73,5.7,9.06,0.48,15.6,7.125,7.1625,30.950000000000003,10.825,15.6,2.265,24.0,30.950000000000003,Good
6097,21.01,10.5,6.99,7.79,8.91,0.48,14.45,9.7375,8.7375,35.01666666666667,13.125,14.45,2.2275,24.0,35.01666666666667,Good
6098,9.16,4.38,7.66,4.53,8.81,0.47,14.24,5.6625000000000005,9.575,15.266666666666667,5.475,14.24,2.2025,23.5,23.5,Good
6099,10.7,4.51,7.32,6.38,8.85,0.45,15.01,7.975,9.15,17.833333333333332,5.6375,15.01,2.2125,22.5,22.5,Good
6100,14.56,7.6,7.25,5.03,9.1,0.47,16.9,6.2875000000000005,9.0625,24.26666666666667,9.5,16.9,2.275,23.5,24.26666666666667,Good
6101,18.9,9.4,7.59,2.97,9.15,0.46,20.83,3.7125000000000004,9.4875,31.5,11.75,20.83,2.2875,23.0,31.5,Good
6102,26.25,12.97,7.68,9.82,9.04,0.46,14.82,12.275,9.6,43.75,16.2125,14.82,2.26,23.0,43.75,Good
6103,16.84,12.22,5.8,3.31,11.64,0.28,21.68,4.1375,7.25,28.066666666666666,15.275,21.68,2.91,14.000000000000002,28.066666666666666,Good
6104,18.86,6.64,5.76,3.72,11.44,0.36,16.87,4.65,7.2,31.433333333333334,8.3,16.87,2.86,18.0,31.433333333333334,Good
6105,22.88,9.09,6.42,2.28,12.51,0.31,13.78,2.8499999999999996,8.025,38.13333333333333,11.3625,13.78,3.1275,15.5,38.13333333333333,Good
6106,9.51,4.11,5.1,5.35,12.62,0.28,15.75,6.6875,6.374999999999999,15.85,5.137500000000001,15.75,3.155,14.000000000000002,15.85,Good
6107,13.93,5.52,6.16,4.83,11.66,0.3,15.58,6.0375,7.7,23.21666666666667,6.9,15.58,2.915,15.0,23.21666666666667,Good
6108,17.39,9.0,6.38,5.27,12.19,0.37,20.83,6.5874999999999995,7.975,28.983333333333334,11.25,20.83,3.0475,18.5,28.983333333333334,Good
6109,30.01,15.79,9.4,12.16,12.03,0.44,19.87,15.2,11.75,50.016666666666666,19.7375,19.87,3.0075,22.0,50.016666666666666,Satisfactory
6110,39.8,14.35,10.08,6.01,10.99,0.43,14.82,7.512499999999999,12.6,66.33333333333333,17.9375,14.82,2.7475,21.5,66.33333333333333,Satisfactory
6111,37.13,15.95,13.34,14.78,11.84,0.44,15.37,18.474999999999998,16.675,61.88333333333334,19.9375,15.37,2.96,22.0,61.88333333333334,Satisfactory
6112,30.93,20.37,9.13,14.37,7.88,0.43,23.43,17.9625,11.412500000000001,51.55,25.4625,23.43,1.97,21.5,51.55,Satisfactory
6113,36.86,20.67,6.93,4.7,8.11,0.43,17.86,5.875,8.6625,61.43333333333334,25.8375,17.86,2.0275,21.5,61.43333333333334,Satisfactory
6114,46.44,26.14,9.0,3.64,8.06,0.44,18.81,4.55,11.25,77.4,32.675,18.81,2.015,22.0,77.4,Satisfactory
6115,42.73,20.46,9.03,3.04,8.75,0.45,17.2,3.8,11.287499999999998,71.21666666666667,25.575,17.2,2.1875,22.5,71.21666666666667,Satisfactory
6116,22.27,6.48,26.12,6.39,10.51,0.42,18.47,7.9875,32.65,37.11666666666667,8.1,18.47,2.6275,21.0,37.11666666666667,Good
6117,17.14,6.29,28.29,6.04,10.44,0.42,13.54,7.55,35.3625,28.56666666666667,7.8625,13.54,2.61,21.0,35.3625,Good
6118,15.31,4.88,32.75,3.73,10.22,0.43,9.72,4.6625,40.9375,25.51666666666667,6.1,9.72,2.555,21.5,40.9375,Good
6119,16.52,4.63,43.39,6.33,14.79,0.43,12.17,7.9125,54.2375,27.533333333333335,5.7875,12.17,3.6975,21.5,54.2375,Satisfactory
6120,15.47,6.54,32.6,3.72,16.35,0.41,17.96,4.65,40.75,25.783333333333335,8.175,17.96,4.0875,20.5,40.75,Good
6121,25.43,10.03,21.64,3.74,15.07,0.42,15.14,4.675000000000001,27.05,42.38333333333333,12.537499999999998,15.14,3.7675,21.0,42.38333333333333,Good
6122,27.59,12.25,20.1,3.21,13.5,0.42,11.75,4.0125,25.125000000000004,45.983333333333334,15.3125,11.75,3.375,21.0,45.983333333333334,Good
6123,19.21,8.14,17.82,3.57,14.39,0.41,8.0,4.4624999999999995,22.275,32.01666666666667,10.175,8.0,3.5975,20.5,32.01666666666667,Good
6124,22.72,9.43,16.36,4.28,14.41,0.42,7.91,5.3500000000000005,20.45,37.86666666666667,11.7875,7.91,3.6025,21.0,37.86666666666667,Good
6125,16.4,6.98,13.84,2.92,15.23,0.41,9.53,3.65,17.3,27.333333333333332,8.725,9.53,3.8075,20.5,27.333333333333332,Good
6126,23.46,9.41,15.66,4.28,17.07,0.42,10.92,5.3500000000000005,19.575,39.1,11.7625,10.92,4.2675,21.0,39.1,Good
6127,12.73,4.55,13.37,3.1,14.65,0.39,9.35,3.875,16.7125,21.21666666666667,5.6875,9.35,3.6625,19.5,21.21666666666667,Good
6128,17.61,6.45,13.37,3.9,13.31,0.37,10.92,4.875,16.7125,29.35,8.0625,10.92,3.3275,18.5,29.35,Good
6129,20.59,6.74,14.28,3.7,12.92,0.37,8.22,4.625,17.85,34.31666666666667,8.425,8.22,3.23,18.5,34.31666666666667,Good
6130,11.4,4.96,13.1,3.71,13.12,0.36,8.65,4.6375,16.375,19.0,6.2,8.65,3.28,18.0,19.0,Good
6131,9.92,2.88,11.31,4.16,13.54,0.37,10.67,5.2,14.1375,16.533333333333335,3.6,10.67,3.385,18.5,18.5,Good
6132,19.64,6.63,12.37,7.29,13.26,0.37,8.63,9.1125,15.4625,32.733333333333334,8.2875,8.63,3.315,18.5,32.733333333333334,Good
6133,22.17,6.81,11.87,4.43,12.54,0.37,8.04,5.5375,14.8375,36.95,8.5125,8.04,3.135,18.5,36.95,Good
6134,19.38,9.33,12.27,5.0,14.08,0.36,7.6,6.25,15.3375,32.3,11.6625,7.6,3.52,18.0,32.3,Good
6135,13.73,4.1,10.0,4.94,13.1,0.36,9.8,6.175000000000001,12.5,22.883333333333336,5.124999999999999,9.8,3.275,18.0,22.883333333333336,Good
6136,16.45,6.71,11.06,3.92,12.23,0.36,10.35,4.9,13.825,27.416666666666668,8.3875,10.35,3.0575,18.0,27.416666666666668,Good
6137,21.4,8.16,11.17,4.26,12.39,0.37,8.97,5.324999999999999,13.9625,35.666666666666664,10.2,8.97,3.0975,18.5,35.666666666666664,Good
